CNTSCHID,CNT,STRATUM,SCHSIZE,CLSIZE,STRATIO,SCHLTYPE,REGION,OECD,AGE,ST004D01T,Gender,ISCEDL,ISCEDD,ISCEDO,TEACHSUP,PARED,HEDRES,MISCED,FISCED,HISCED,WEALTH,ESCS,INTBRSCI,INSTSCIE,SCIEEFF,SCIEACT,JOYSCIE,ICTRES,HOMEPOS,HEDRES,CULTPOSS,PV1MATH,PV1READ,PV1SCIE,PV1SCEP,PV1SCED,PV1SCID,PV1SKCO,PV1SKPE,PV1SSPH,PV1SSLI,PV1SSES,AREA
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.83,1,Girls,3,1,1,0.1946,12,-1.718,4,2,4,-2.2447,-1.6337,NA,1.0728,-0.856,NA,0.5094,-1.9305,-2.1179,-1.718,0.0058,422.881,437.682,453.667,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.92,1,Girls,3,1,1,0.4326,9,-1.5867,2,2,2,-3.6264,-2.6294,NA,1.356,-0.6642,NA,1.0938,-2.3168,-3.3261,-1.5867,-0.831,479.115,432.662,447.215,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,16.17,2,Boys,3,1,1,0.3072,12,-0.7218,4,4,4,-2.5529,-1.2967,NA,0.8545,-0.2178,NA,1.0501,-2.0167,-1.8755,-0.7218,0.6093,539.937,581.957,600.826,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.92,2,Boys,3,1,1,1.4475,17,-0.1108,6,6,6,-0.7934,0.6725,NA,1.356,0.5483,NA,1.3705,-0.5305,-0.7623,-0.1108,-0.831,639.587,547.982,556.705,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.58,2,Boys,3,1,1,0.1905,9,-1.1119,2,2,2,-2.5773,-1.9004,NA,0.3708,-0.9037,NA,0.8433,-2.5873,-2.3545,-1.1119,-0.831,544.223,463.618,558.586,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.5,2,Boys,3,1,1,0.8213,12,-1.1119,4,4,4,-1.4619,-1.5034,NA,-0.2874,-1.6278,NA,-0.1808,-0.9056,-1.4822,-1.1119,0.2162,529.708,436.621,513.534,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.75,2,Boys,3,1,1,-0.4496,9,-1.718,2,2,2,-3.1782,-2.3816,NA,0.0125,-0.4459,NA,0.8904,-2.5873,-3.042,-1.718,-0.4945,661.85,523.961,638.578,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.5,2,Boys,3,1,1,1.4475,9,-1.4432,2,1,2,-3.1196,-2.5691,NA,0.3708,0.744,NA,-0.8208,-2.2825,-2.8807,-1.4432,-0.831,488.973,476.634,520.721,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,16.17,2,Boys,3,1,1,0.0798,9,-1.3161,2,2,2,-4.5167,-2.3452,NA,1.7359,0.3176,NA,0.8225,-2.641,-2.8901,-1.3161,-0.0071,480.557,493.449,495.467,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.92,2,Boys,3,1,1,0.7131,12,-0.6303,4,3,4,-1.4831,-0.0346,NA,1.0388,1.1677,NA,2.1635,-0.7882,-1.0839,-0.6303,0.0768,551.006,435.626,531.65,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.75,2,Boys,3,1,1,-0.1203,9,-1.1119,2,2,2,-2.5529,-2.3645,NA,1.7359,1.1855,NA,2.1635,-2.0167,-2.324,-1.1119,-0.0071,514.057,496.042,530.073,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,16.25,2,Boys,3,1,1,0.7131,12,-1.718,4,4,4,-2.8036,-2.1553,NA,0.3708,0.1429,NA,0.5094,-2.5873,-2.9186,-1.718,-1.6287,597.37,456.965,525.148,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.83,2,Boys,3,1,1,0.6375,9,-1.0418,2,2,2,-2.5529,-1.9202,NA,0.8545,-0.9173,NA,1.3031,-2.0167,-2.0709,-1.0418,0.2162,472.748,424.397,445.336,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.42,2,Boys,3,1,1,0.3574,12,-1.0496,4,2,4,-2.2447,-1.8303,NA,-0.2552,-1.0842,NA,-0.2546,-1.773,-2.0342,-1.0496,-0.0071,517.183,484.349,487.364,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,16.25,2,Boys,3,1,1,-0.4684,9,-1.4432,2,2,2,-2.2991,-2.3875,NA,0.8155,-0.876,NA,0.6192,-2.0614,-2.3868,-1.4432,-1.6287,434.698,444.79,418.545,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.67,2,Boys,3,1,1,0.7131,9,-1.4432,2,2,2,-3.7871,-2.6133,NA,1.356,-0.0158,NA,0.5094,-3.2718,-3.0011,-1.4432,-0.0071,505.093,410.129,471.247,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,15.75,2,Boys,3,1,1,-0.1164,12,-1.1119,4,4,4,-1.324,-1.0807,NA,1.7359,1.2406,NA,0.5094,-0.5305,-1.2879,-1.1119,0.2162,522.143,505.682,514.672,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400099,VNM,VNM0208,1002,38,15.6563,3,CENTRAL,0,16.17,1,Girls,3,1,1,-0.1128,5,-0.1108,1,1,1,-3.2158,-2.9429,NA,0.3708,0.5309,NA,-2.1154,-2.5873,-2.3463,-0.1108,-0.2598,605.739,608.133,591.863,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.67,1,Girls,3,1,1,0.2407,12,-1.0496,4,4,4,0.405,-0.6901,NA,0.3708,-0.0775,NA,-0.119,0.1195,0.1125,-1.0496,0.6093,365.067,416.042,382.897,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.58,1,Girls,3,1,1,0.1905,12,-1.4432,2,4,4,-1.8351,-1.3944,NA,-0.2874,-1.4038,NA,-0.6306,-3.2718,-2.1413,-1.4432,-1.6287,435.091,471.352,475.555,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,1,Girls,3,1,1,-0.3028,12,-1.1119,4,4,4,-2.8966,-1.6928,NA,1.1325,-0.3872,NA,-0.3928,-2.5873,-2.3348,-1.1119,-0.2598,477.393,466.97,503.592,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.83,1,Girls,3,1,1,0.6426,12,-0.1108,4,4,4,-1.2715,-0.9373,NA,0.3708,0.3249,NA,0.5094,-1.0838,-1.0664,-0.1108,0.2162,490.395,545.794,596.409,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16,1,Girls,3,1,1,-0.1164,9,-0.7218,2,2,2,-1.1226,-1.5099,NA,0.7429,-1.1607,NA,0.8225,-1.0838,-0.9546,-0.7218,-0.1661,359.155,381.054,407.379,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16.17,1,Girls,3,1,1,1.4475,9,0.6645,2,2,2,-0.3202,-0.4139,NA,0.3708,1.241,NA,0.5094,-0.1785,-0.3338,0.6645,NA,418.351,502.166,554.033,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,1,Girls,3,1,1,-0.5217,12,-0.1108,2,4,4,-1.3684,0.0157,NA,1.1151,0.3502,NA,2.1635,-1.5244,-0.891,-0.1108,0.3005,365.716,406.187,439.319,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16,1,Girls,3,1,1,0.9209,12,-0.5343,4,2,4,-1.2078,-0.2047,NA,1.0218,-0.6898,NA,1.3705,-1.1173,-0.9284,-0.5343,0.3005,527.17,415.714,523.746,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.67,1,Girls,3,1,1,-0.3635,9,-1.4432,2,0,2,-2.5061,-2.2345,NA,0.7429,-0.5437,NA,0.5094,-2.5873,-2.2514,-1.4432,-0.0971,358.401,383.25,368.376,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16.08,1,Girls,3,1,1,0.7131,12,-0.571,4,4,4,-1.6159,-1.3409,NA,1.0218,-0.023,NA,0.8031,-1.048,-1.5459,-0.571,-0.2598,419.883,451.105,513.049,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,1,Girls,3,1,1,-0.9891,12,-0.7218,4,2,4,-1.1402,-1.2013,NA,0.8155,-1.4057,NA,-1.0286,-1.3205,-1.2223,-0.7218,-0.831,343,398.348,401.432,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16.25,1,Girls,3,1,1,0.5088,12,-0.7218,4,4,4,-1.5147,-1.3272,NA,1.7359,0.5066,NA,0.8904,-0.5305,-1.2838,-0.7218,-0.2598,464.762,463.672,493.775,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.67,1,Girls,3,1,1,-0.3036,12,-0.7218,4,4,4,-1.4865,-1.395,NA,0.7429,-0.5874,NA,-0.1336,-1.0838,-1.4682,-0.7218,-0.831,420.428,497.042,516.429,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,1,Girls,3,1,1,1.4475,12,-0.5343,4,4,4,-0.3809,-0.8666,NA,1.356,-0.2865,NA,1.2596,-0.7046,-0.4241,-0.5343,-0.0071,392.804,507.875,512.135,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.33,1,Girls,3,1,1,1.4475,12,1.1563,4,4,4,-1.4831,-1.2528,NA,0.3708,-1.3847,NA,0.5094,-0.5776,-1.3063,1.1563,-1.6287,409.326,416.788,460.595,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.83,1,Girls,3,1,1,0.5731,9,-1.4432,1,2,2,-1.1607,-1.7905,NA,0.7648,-0.2309,NA,1.0938,-1.567,-1.4369,-1.4432,-0.2598,444.568,504.61,527.732,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.75,1,Girls,3,1,1,0.9209,12,-1.4432,2,4,4,-2.5434,-1.6546,NA,-0.9292,0.1357,NA,1.1249,-2.2825,-2.1747,-1.4432,0.0058,408.553,512.985,468.159,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.5,1,Girls,3,1,1,0.7896,9,-1.0418,2,2,2,-2.1102,-0.9705,NA,0.3708,1.7972,NA,0.8061,-1.7086,-1.8482,-1.0418,-1.6287,309.924,463.131,455.102,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.83,2,Boys,3,1,1,1.4475,12,1.1563,4,4,4,-0.9049,-0.0565,NA,1.0388,1.4807,NA,1.6681,-0.3461,-0.6375,1.1563,0.2834,422.346,401.179,444.513,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.75,2,Boys,3,1,1,-0.1164,12,0.2156,4,4,4,-0.4652,-0.5095,NA,0.3708,-1.5848,NA,0.1458,-0.5776,-0.5768,0.2156,-1.6287,327.514,378.064,407.283,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,2,Boys,3,1,1,0.6426,12,0.0321,4,4,4,-0.8629,-0.9537,NA,-0.0575,-1.201,NA,0.5094,-0.1135,-0.5487,0.0321,0.6093,388.684,438.836,413.307,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.67,2,Boys,3,1,1,1.4475,12,-1.1119,4,4,4,-1.8711,-1.3518,NA,-0.9292,-0.3928,NA,0.8061,-1.9305,-2.0254,-1.1119,-0.831,341.492,397.33,400.351,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.5,2,Boys,3,1,1,1.4475,9,-0.1108,2,2,2,-1.4711,-1.8395,NA,0.3708,-0.419,NA,0.5094,-1.567,-1.514,-0.1108,-1.6287,440.747,370.432,436.451,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16.08,2,Boys,3,1,1,1.4475,12,-0.1108,2,4,4,-0.9049,-0.2292,NA,0.8155,0.7635,NA,0.5094,-0.5305,-0.9388,-0.1108,-1.6287,459.631,431.914,428.592,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,2,Boys,3,1,1,1.4475,12,1.1563,3,2,3,-1.9408,-0.1589,NA,1.7359,0.0999,NA,2.1635,-1.3492,-1.4223,1.1563,0.2834,323.208,432.593,455.393,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.5,2,Boys,3,1,1,0.0322,12,-1.4432,2,4,4,-1.9828,-0.6293,NA,0.3708,0.3487,NA,-0.4593,-2.0167,-2.0838,-1.4432,0.2834,473.075,502.918,524.939,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.67,2,Boys,3,1,1,0.5503,12,-1.1119,4,4,4,-2.0346,-0.6281,NA,0.3708,-0.3781,NA,0.5094,-1.8307,-2.0805,-1.1119,-0.0071,371.62,433.848,437.299,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.58,2,Boys,3,1,1,0.0798,12,-1.4432,4,4,4,-2.8036,-1.7661,NA,0.5848,-1.797,NA,0.5094,-2.5873,-2.8716,-1.4432,-1.6287,441.11,456.027,500.649,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16.08,2,Boys,3,1,1,0.9209,12,-1.1119,4,4,4,-1.4153,-1.2165,NA,1.7359,0.1155,NA,0.5094,-1.8055,-1.3761,-1.1119,0.2162,417.452,394.426,431.132,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,16,2,Boys,3,1,1,1.4475,12,-0.7218,4,1,4,-3.1463,-1.3958,NA,1.356,1.5486,NA,0.5094,-2.5873,-2.1453,-0.7218,0.6093,411.997,418.516,448.641,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.75,2,Boys,3,1,1,1.4475,12,0.6645,4,4,4,-1.0657,-1.0007,NA,1.7359,0.3155,NA,0.5094,-0.9712,-0.3953,0.6645,0.6093,272.654,403.414,426.655,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,2,Boys,3,1,1,0.5458,12,-1.3175,1,3,3,NA,-1.165,NA,0.3708,-0.3804,NA,0.5094,NA,-1.2924,-1.3175,-1.3465,424.891,433.354,460.34,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.42,2,Boys,3,1,1,0.0838,12,-1.3821,4,2,4,-1.6493,-1.3849,NA,1.7359,3.2775,NA,2.1635,-2.0614,-1.6502,-1.3821,0.6093,413.704,464.456,541.208,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.75,2,Boys,3,1,1,-0.1164,12,-1.1023,4,4,4,-0.7144,-0.4647,NA,0.3708,-1.568,NA,0.8225,-1.0838,-0.9611,-1.1023,-0.831,404.969,476.108,496.039,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400100,VNM,VNM0207,1472,43,30.6667,3,CENTRAL,0,15.5,2,Boys,3,1,1,1.4475,9,-0.1108,2,2,2,-0.9448,-1.6301,NA,0.7648,-1.0807,NA,0.8225,-1.0838,-0.8317,-0.1108,-0.222,515.065,482.256,547.829,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.08,1,Girls,3,1,1,-0.1744,9,-2.1544,1,2,2,-4.5167,-2.6412,NA,1.1151,-0.3606,NA,0.042,-3.2718,-3.9766,-2.1544,-0.4945,424.123,516.704,510.833,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.58,1,Girls,3,1,1,0.0966,12,-1.3175,4,4,4,-0.309,-0.2849,NA,0.0125,-1.0435,NA,-0.2121,-0.2903,-0.8091,-1.3175,-0.7273,508.712,531.242,525.991,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.75,1,Girls,3,1,1,0.466,12,-1.4432,4,2,4,-2.5773,-1.5791,NA,0.3708,-0.7153,NA,-0.2121,-2.5873,-2.419,-1.4432,0.0433,425.853,499.574,470.87,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.25,1,Girls,3,1,1,-0.9096,9,-1.4432,2,2,2,-0.0344,-1.5912,NA,1.1325,-0.7748,NA,-0.907,-0.7744,-0.5572,-1.4432,0.3005,391.634,470.238,441.926,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.92,1,Girls,3,1,1,-0.0108,5,-1.718,1,1,1,-4.5167,-3.0655,NA,0.4152,-0.4162,NA,1.0914,-3.2718,-3.3545,-1.718,-0.2598,449.783,540.381,543.392,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.58,1,Girls,3,1,1,0.2371,9,0.0321,1,2,2,-2.2524,-2.0135,NA,-0.1987,-2.3557,NA,-0.1808,-1.5494,-1.9876,0.0321,-1.6287,493.265,531.153,488.392,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.33,1,Girls,3,1,1,-0.1128,5,-2.1409,1,1,1,-2.7379,-2.9025,NA,1.0728,1.8369,NA,2.1635,-2.2825,-2.8549,-2.1409,-0.222,513.648,547.058,563.586,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16,1,Girls,3,1,1,0.7131,12,1.1563,4,2,4,0.0912,0.1889,NA,0.3708,-1.5848,NA,1.1662,0.1321,0.1427,1.1563,0.2162,519.78,577.694,552.185,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.5,1,Girls,3,1,1,-0.0704,9,-1.4432,1,2,2,-2.4841,-1.7126,NA,0.3708,0.3155,NA,0.5094,-1.9305,-2.0683,-1.4432,0.6093,558.159,597.747,582.323,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.83,1,Girls,3,1,1,-0.4904,9,-1.7275,0,2,2,-2.5434,-2.5865,NA,0.0125,-0.0855,NA,0.8931,-2.2825,-2.9281,-1.7275,-1.6287,409.22,490.727,445.872,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.25,1,Girls,3,1,1,-0.1744,3,-1.718,0,0,0,-3.5256,-2.9731,NA,-1.9301,-0.2437,NA,0.5094,-3.2718,-3.1707,-1.718,-0.4945,415.156,478.91,515.902,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.33,1,Girls,3,1,1,-0.3635,12,-0.7218,0,4,4,-0.8131,-0.8909,NA,0.0125,-0.8953,NA,0.1458,-0.7882,-0.9962,-0.7218,-0.831,401.956,510.78,448.05,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.33,1,Girls,3,1,1,-0.0704,9,-1.4432,2,NA,2,-1.1684,-1.9606,NA,1.7359,-0.0887,NA,0.5094,-1.9305,-1.3569,-1.4432,-0.1523,473.724,476.558,498.318,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.75,1,Girls,3,1,1,-0.1744,9,-0.5343,2,2,2,-1.2813,-1.218,NA,-0.2552,0.3318,NA,1.1225,-1.1173,-1.0296,-0.5343,0.6093,409.629,492.324,497.209,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.58,1,Girls,3,1,1,-0.1164,9,-1.3738,2,2,2,-1.9981,-2.3331,NA,0.0125,-2.0123,NA,1.0914,-2.5873,-2.2387,-1.3738,-0.831,414.069,513.146,483.488,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.67,1,Girls,3,1,1,0.6325,12,0.6645,4,4,4,0.1364,-0.3076,NA,0.3708,-1.2294,NA,-0.3772,-0.4015,-0.0275,0.6645,-0.7039,504.186,516.277,529.203,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.42,1,Girls,3,1,1,-1.0718,9,-0.7218,2,2,2,-2.4128,-2.0573,NA,0.3708,-1.0371,NA,0.5094,-2.2279,-2.1066,-0.7218,-0.4945,453.518,506.085,541.521,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.92,1,Girls,3,1,1,0.5731,9,1.1563,0,2,2,-1.1939,-1.3063,NA,0.3708,-0.3383,NA,2.1635,-0.822,-0.9627,1.1563,-0.0071,458.508,515.086,518.116,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.83,2,Boys,3,1,1,-0.1004,9,-1.1119,2,2,2,-3.2,-1.8503,NA,-0.2552,-0.8764,NA,0.5094,-2.2279,-2.4431,-1.1119,0.0433,416.958,478.677,458.874,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.67,2,Boys,3,1,1,-0.2611,9,-1.7275,2,2,2,-1.6868,-1.8367,NA,0.3708,-2.4263,NA,-0.6427,-2.0167,-1.9001,-1.7275,-0.356,479.112,400.229,469.231,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.92,2,Boys,3,1,1,0.141,12,0.0321,4,2,4,-1.4556,-0.912,NA,1.0728,0.7542,NA,0.125,-0.5098,-1.0536,0.0321,0.2834,507.603,513.813,555.841,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.83,2,Boys,3,1,1,0.4124,5,-1.4432,0,1,1,-2.1837,-2.9132,NA,0.3708,-0.0487,NA,1.3859,-2.5873,-2.2654,-1.4432,-0.222,500.749,556.623,511.12,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.5,2,Boys,3,1,1,0.1376,9,-1.4432,2,2,2,-1.9094,-1.6943,NA,0.7429,-0.7572,NA,1.0323,-3.2718,-2.0187,-1.4432,-0.222,417.607,461.315,411.482,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.08,2,Boys,3,1,1,-0.0541,9,-1.7275,0,2,2,-2.5773,-2.5535,NA,0.0125,-0.3505,NA,-0.1379,-2.5873,-2.8385,-1.7275,-0.4945,462.786,444.002,476.253,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.17,2,Boys,3,1,1,0.0395,12,-1.5262,4,2,4,-1.2124,-1.0131,NA,0.8545,0.1539,NA,0.8433,-0.883,-1.3287,-1.5262,0.2834,567.123,596.734,562.168,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.92,2,Boys,3,1,1,-1.0718,12,-1.8851,4,2,4,-3.1196,-1.6259,NA,-0.5555,0.1387,NA,0.5094,-2.2825,-2.9962,-1.8851,-0.7273,542.238,536.159,517.121,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,16.25,2,Boys,3,1,1,-0.506,5,-1.1119,1,1,1,-1.9364,-2.2678,NA,-0.7975,0.1461,NA,1.1225,-1.2896,-1.6901,-1.1119,0.6093,396.462,419.131,449.07,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400101,VNM,VNM0313,1419,38,15.6796,3,SOUTH,0,15.92,2,Boys,3,1,1,-0.2199,12,-1.3175,2,4,4,-2.1102,-1.3032,NA,-0.2152,-1.8229,NA,-0.2546,-1.7086,-2.1181,-1.3175,-1.6287,599.805,563.302,523.877,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
